Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,88.120003,89.349998,88.050003,89.349998,85.686356,6473800
2020-01-03,88.660004,89.099998,88.099998,88.830002,85.187660,4874100
2020-01-06,88.110001,88.410004,87.470001,88.129997,84.516373,5409800
2020-01-07,87.959999,88.029999,87.129997,87.860001,84.257439,6514700
2020-01-08,87.940002,89.349998,87.779999,88.879997,85.235626,7296300
2020-01-09,90.250000,91.160004,90.070000,90.529999,86.817955,9443500
2020-01-10,90.800003,90.889999,89.629997,90.160004,86.463135,7097900
2020-01-13,90.620003,91.720001,90.209999,91.080002,87.345406,7382500
2020-01-14,91.190002,91.440002,90.860001,90.989998,87.259102,5855200
2020-01-15,91.000000,92.059998,91.000000,91.540001,87.786552,6145300
2020-01-16,91.989998,92.610001,91.629997,92.580002,88.783913,5180300
2020-01-17,92.930000,93.750000,92.809998,93.620003,89.781265,6962800
2020-01-21,92.830002,93.599998,92.190002,92.529999,88.735947,7094600
2020-01-22,93.139999,93.750000,92.470001,92.529999,88.735947,6157400
2020-01-23,91.919998,93.849998,90.739998,93.750000,89.905937,6100600
2020-01-24,94.000000,94.129997,91.339996,92.029999,88.256462,7815500
2020-01-27,88.629997,89.449997,87.550003,88.730003,85.091782,11066500
2020-01-28,89.050003,89.190002,87.720001,88.599998,84.967094,11922400
2020-01-29,88.150002,88.440002,85.599998,86.720001,83.164185,17678700
2020-01-30,85.449997,86.589996,84.690002,85.839996,82.320267,12224900
2020-01-31,85.790001,85.989998,84.519997,84.830002,81.351692,11693900
2020-02-03,85.070000,86.790001,85.070000,86.010002,82.483307,9090600
2020-02-04,87.139999,89.000000,86.620003,88.379997,84.756111,9997100
2020-02-05,88.879997,89.199997,86.629997,87.559998,84.361099,9982700
2020-02-06,87.650002,87.699997,86.150002,86.150002,83.002617,8901400
2020-02-07,85.760002,86.620003,85.320000,86.419998,83.262749,8073900
2020-02-10,86.430000,87.620003,86.169998,87.529999,84.332184,7289300
2020-02-11,87.860001,88.230003,87.349998,87.510002,84.312920,5098500
2020-02-12,87.709999,89.099998,87.389999,88.570000,85.334190,7747800
2020-02-13,88.500000,90.510002,88.260002,89.930000,86.644508,8576600
2020-02-14,90.180000,90.410004,88.989998,89.279999,86.018257,5686900
2020-02-18,89.370003,89.470001,88.290001,89.230003,85.970078,5288800
2020-02-19,89.489998,90.440002,89.300003,90.139999,86.846832,5210800
2020-02-20,89.730003,90.250000,87.730003,88.599998,85.363106,5969200
2020-02-21,88.000000,88.389999,87.000000,87.360001,84.168396,5800500
2020-02-24,84.529999,86.050003,84.260002,84.519997,81.432159,8313600
2020-02-25,85.019997,85.349998,81.669998,82.190002,79.187294,9404000
2020-02-26,82.599998,83.239998,80.639999,80.669998,77.722816,10541500
2020-02-27,78.830002,80.870003,77.360001,78.290001,75.429756,17120800
2020-02-28,76.169998,78.809998,75.720001,78.430000,75.564651,19108600
2020-03-02,77.919998,82.410004,77.660004,82.379997,79.370346,14258700
2020-03-03,82.300003,82.620003,78.110001,78.599998,75.728432,12395900
2020-03-04,79.290001,80.199997,77.879997,79.669998,76.759346,10999600
2020-03-05,77.900002,77.900002,75.279999,76.190002,73.406494,12545300
2020-03-06,73.459999,75.709999,72.050003,75.339996,72.587540,18080100
2020-03-09,70.580002,74.029999,70.080002,70.830002,68.242310,15930300
2020-03-10,72.559998,74.949997,70.029999,74.870003,72.134712,18414000
2020-03-11,72.830002,74.269997,67.400002,68.300003,65.804741,17138000
2020-03-12,62.950001,66.790001,61.459999,62.099998,59.831249,25170600
2020-03-13,65.650002,70.180000,63.509998,69.919998,67.365547,19247200
2020-03-16,60.630001,63.950001,58.110001,58.590000,56.449486,23354300
2020-03-17,59.549999,59.619999,53.610001,58.980000,56.825226,25045200
2020-03-18,55.549999,57.650002,50.020000,56.330002,54.272045,28770600
2020-03-19,56.230000,63.360001,53.549999,61.410000,59.166458,25167400
2020-03-20,62.299999,65.680000,57.910000,58.029999,55.909939,28420600
2020-03-23,57.230000,57.439999,54.000000,56.549999,54.484009,24905800
2020-03-24,62.610001,65.160004,61.000000,64.879997,62.509686,28286200
2020-03-25,66.830002,69.639999,63.490002,65.809998,63.405708,22977200
2020-03-26,66.709999,71.580002,66.250000,69.900002,67.346283,20997500
2020-03-27,66.680000,68.250000,64.820000,66.339996,63.916340,18950500
2020-03-30,66.559998,68.220001,64.580002,67.860001,65.380814,14199700
2020-03-31,67.180000,68.320000,65.309998,65.739998,63.338264,20109800
2020-04-01,63.000000,64.760002,61.580002,62.619999,60.332253,12880400
2020-04-02,65.750000,68.699997,62.910000,65.000000,62.625298,18175000
2020-04-03,64.470001,64.750000,60.900002,63.049999,60.746544,14676500
2020-04-06,66.269997,68.339996,64.410004,67.790001,65.313362,18010800
2020-04-07,71.570000,72.480003,68.330002,68.709999,66.199760,13799400
2020-04-08,69.580002,71.919998,68.540001,71.570000,68.955276,10417600
2020-04-09,71.199997,74.260002,70.139999,73.879997,71.180878,19748100
2020-04-13,73.519997,73.599998,70.349998,71.760002,69.138329,11191800
2020-04-14,73.690002,74.330002,72.660004,73.669998,70.978554,10912000
2020-04-15,72.010002,73.180000,70.709999,72.550003,69.899483,10642500
2020-04-16,73.110001,73.760002,71.349998,73.510002,70.824402,11946800
2020-04-17,76.620003,77.389999,74.970001,77.099998,74.283241,14268400
2020-04-20,76.019997,76.980003,75.080002,75.320000,72.568275,9684700
2020-04-21,73.400002,73.959999,71.739998,72.720001,70.063271,10345800
2020-04-22,74.550003,78.059998,74.430000,77.449997,74.620453,11347000
2020-04-23,77.330002,77.669998,74.260002,75.150002,72.404488,15513400
2020-04-24,75.750000,76.029999,74.209999,75.580002,72.818771,8456000
2020-04-27,76.680000,78.040001,76.540001,77.739998,74.899864,8258500
2020-04-28,78.669998,79.610001,76.959999,78.690002,75.815155,12801400
2020-04-29,78.180000,78.750000,76.720001,76.860001,74.052010,24575500
2020-04-30,76.830002,77.639999,75.190002,76.730003,73.926765,15186000
2020-05-01,74.900002,75.879997,73.209999,73.790001,71.094162,11216700
2020-05-04,72.580002,72.620003,71.260002,71.889999,69.263573,12921800
2020-05-05,74.959999,75.080002,72.889999,72.900002,70.236679,12976000
2020-05-06,73.769997,74.849998,72.860001,72.959999,70.294487,12740900
2020-05-07,73.809998,76.029999,73.370003,76.000000,73.637230,13360500
2020-05-08,77.250000,77.930000,75.760002,77.870003,75.449104,11917200
2020-05-11,76.620003,77.180000,75.800003,75.870003,73.511276,9004500
2020-05-12,76.000000,76.730003,74.339996,74.349998,72.038536,8549900
2020-05-13,74.459999,75.750000,72.919998,73.620003,71.331230,11532700
2020-05-14,72.320000,74.290001,70.650002,74.190002,71.883514,11932300
2020-05-15,72.809998,74.639999,72.669998,74.160004,71.854446,9489100
2020-05-18,76.860001,77.500000,76.199997,76.230003,73.860085,8903200
2020-05-19,76.400002,77.220001,75.760002,75.860001,73.501587,6484900
2020-05-20,77.230003,77.839996,76.519997,77.760002,75.342522,7790500
2020-05-21,78.599998,79.379997,77.889999,78.050003,75.623512,10312600
2020-05-22,77.900002,78.050003,76.519997,77.620003,75.206871,7653300
2020-05-26,79.599998,79.919998,77.580002,77.760002,75.342522,8422200
2020-05-27,78.980003,78.980003,77.389999,78.599998,76.156395,8245300
2020-05-28,78.639999,80.059998,77.930000,78.540001,76.098267,8331400
2020-05-29,78.620003,78.639999,77.260002,77.989998,75.565361,10043600
2020-06-01,77.660004,78.650002,76.769997,78.320000,75.885109,7922000
2020-06-02,77.970001,78.260002,76.790001,77.779999,75.361900,9521000
2020-06-03,78.449997,79.949997,78.300003,79.580002,77.105942,9956700
2020-06-04,79.309998,80.169998,78.470001,78.739998,76.292053,7667600
2020-06-05,80.330002,82.330002,79.970001,82.139999,79.586349,12030800
2020-06-08,83.080002,83.620003,82.180000,83.559998,80.962189,10229600
2020-06-09,82.620003,83.220001,81.760002,82.370003,79.809196,7999800
2020-06-10,79.879997,80.029999,78.199997,79.010002,76.553658,19683800
2020-06-11,75.750000,76.790001,72.150002,72.570000,70.313866,26422200
2020-06-12,75.000000,76.720001,73.809998,76.379997,74.005417,18529800
2020-06-15,74.300003,77.910004,74.080002,76.959999,74.567390,14644700
2020-06-16,78.790001,78.940002,76.389999,77.839996,75.420021,10890100
2020-06-17,78.070000,78.290001,76.680000,77.099998,74.703041,6906700
2020-06-18,76.720001,76.790001,75.800003,76.309998,73.937584,8486000
2020-06-19,77.029999,77.379997,74.879997,75.400002,73.055893,12538600
2020-06-22,74.900002,75.650002,73.919998,75.400002,73.055893,8238600
2020-06-23,76.330002,76.370003,75.070000,75.489998,73.143089,8076600
2020-06-24,74.900002,74.919998,72.000000,73.639999,71.350609,12306400
2020-06-25,73.220001,74.110001,72.169998,73.849998,71.554070,8624800
2020-06-26,73.629997,73.769997,71.250000,71.570000,69.344955,17627800
2020-06-29,71.410004,73.500000,71.059998,73.480003,71.195580,8653000
2020-06-30,73.580002,73.879997,72.809998,73.589996,71.302155,11324000
2020-07-01,74.000000,74.690002,73.379997,74.029999,71.728477,6750000
2020-07-02,75.040001,75.089996,73.639999,73.779999,71.486252,6544400
2020-07-06,74.930000,75.480003,74.160004,75.440002,73.094650,7235300
2020-07-07,75.129997,75.230003,74.000000,74.250000,71.941635,7515100
2020-07-08,74.070000,74.500000,73.330002,74.139999,71.835060,7346200
2020-07-09,73.730003,74.220001,71.930000,73.570000,71.282784,9618200
2020-07-10,73.000000,74.559998,72.739998,74.290001,71.980392,7524200
2020-07-13,74.559998,74.839996,72.489998,72.650002,70.391396,9464500
2020-07-14,72.000000,72.970001,71.820000,72.730003,70.468895,8780900
2020-07-15,74.459999,75.809998,73.959999,75.610001,73.259369,10300700
2020-07-16,74.900002,75.139999,73.680000,74.389999,72.077278,6649300
2020-07-17,74.430000,74.550003,73.209999,74.160004,71.854446,6087500
2020-07-20,74.160004,75.220001,73.629997,74.959999,72.629570,8832700
2020-07-21,75.779999,76.800003,75.269997,75.440002,73.094650,10637500
2020-07-22,75.519997,77.330002,75.120003,77.239998,74.838676,9213100
2020-07-23,76.879997,77.070000,74.900002,75.360001,73.017136,7795100
2020-07-24,75.279999,76.000000,75.110001,75.779999,73.424072,5673400
2020-07-27,75.889999,76.709999,75.540001,76.459999,74.082939,6771100
2020-07-28,76.300003,76.389999,74.559998,74.639999,72.319527,12273400
2020-07-29,77.559998,78.489998,76.900002,77.419998,75.013084,15261100
2020-07-30,76.629997,76.980003,75.400002,76.639999,74.257339,7889800
2020-07-31,76.239998,76.540001,75.480003,76.529999,74.150764,7423800
2020-08-03,76.480003,76.599998,75.440002,75.500000,73.152779,7138300
2020-08-04,75.370003,75.489998,74.760002,75.129997,72.794281,12792400
2020-08-05,75.349998,75.989998,75.330002,75.779999,73.424072,7780800
2020-08-06,75.199997,75.919998,74.940002,75.660004,73.706589,6764800
2020-08-07,75.480003,75.930000,75.209999,75.790001,73.833229,6569300
2020-08-10,75.820000,77.669998,75.809998,77.470001,75.469856,6604300
2020-08-11,78.269997,79.980003,78.000000,78.870003,76.833710,10238500
2020-08-12,79.589996,79.690002,78.669998,79.290001,77.242859,5378000
2020-08-13,78.919998,79.639999,78.839996,79.019997,76.979836,4383400
2020-08-14,78.540001,78.930000,78.019997,78.370003,76.346619,3771300
2020-08-17,78.599998,78.959999,78.120003,78.949997,76.911644,5360400
2020-08-18,79.150002,79.360001,78.349998,78.989998,76.950607,5272700
2020-08-19,79.180000,79.389999,77.430000,77.629997,75.625717,6840600
2020-08-20,77.029999,77.650002,76.459999,77.220001,75.226303,5099500
2020-08-21,76.940002,77.269997,76.690002,77.070000,75.080177,5594100
2020-08-24,77.709999,79.139999,77.250000,78.680000,76.648613,5867400
2020-08-25,80.059998,83.070000,79.790001,82.720001,80.584305,17659500
2020-08-26,82.419998,82.750000,81.879997,82.410004,80.282318,7934300
2020-08-27,82.750000,83.639999,82.500000,83.410004,81.256500,9099200
2020-08-28,83.790001,85.290001,83.430000,85.000000,82.805443,9303900
2020-08-31,84.629997,85.360001,84.029999,84.470001,82.289124,6401600
2020-09-01,84.699997,86.089996,84.230003,86.050003,83.828331,8166100
2020-09-02,86.510002,88.750000,86.290001,88.349998,86.068954,11378900
